Designator,Mid X,Mid Y,Rotation,Layer
BT1,148.25,-100.5,0.0,top
D1,175.77,-95.25,180.0,top
Q1,171.635,-112.02,270.0,top
R1,177.25,-104.31,90.0,top
R2,160.75,-113.0,0.0,top
R3,162.5,-103.75,270.0,top
SW1,128.75,-100.75,0.0,top
